ccode,statename,year,polity2,leadertransition,totaltransitions,wars,totalwaryears
580,Madagascar,1986,-6,0,2,0,0
580,Madagascar,1987,-6,0,2,0,0
580,Madagascar,1988,-6,0,2,0,0
580,Madagascar,1989,-6,0,2,0,0
580,Madagascar,1990,-6,0,2,0,0
580,Madagascar,1991,2,0,2,0,0
580,Madagascar,1992,9,0,2,0,0
580,Madagascar,1993,9,1,3,0,0
580,Madagascar,1994,9,0,3,0,0
580,Madagascar,1995,9,0,3,0,0
580,Madagascar,1996,9,1,4,0,0
580,Madagascar,1997,8,1,5,0,0
580,Madagascar,1998,7,0,5,0,0
580,Madagascar,1999,7,0,5,0,0
580,Madagascar,2000,7,0,5,0,0
580,Madagascar,2001,7,0,5,0,0
580,Madagascar,2002,7,1,6,0,0
580,Madagascar,2003,7,0,6,0,0
580,Madagascar,2004,7,0,6,0,0
580,Madagascar,2005,7,0,6,0,0
580,Madagascar,2006,7,0,6,0,0
580,Madagascar,2007,7,0,6,0,0
580,Madagascar,2008,7,0,6,0,0
580,Madagascar,2009,0,1,7,0,0
580,Madagascar,2010,0,0,7,0,0
580,Madagascar,2011,3,0,7,0,0
580,Madagascar,2012,3,0,7,0,0
580,Madagascar,2013,3,0,7,0,0
580,Madagascar,2014,6,1,8,0,0
580,Madagascar,2015,6,0,8,0,0
580,Madagascar,2016,6,,8,0,0
580,Madagascar,2017,6,,8,0,0
580,Madagascar,2018,,,8,0,0
580,Madagascar,2019,,,8,0,0
580,Madagascar,2020,,,8,0,0
580,Madagascar,2021,,,8,0,0
581,Comoros,1975,5,1,1,0,0
581,Comoros,1976,-4,0,1,0,0
581,Comoros,1977,-4,0,1,0,0
581,Comoros,1978,-5,1,2,0,0
581,Comoros,1979,-5,0,2,0,0
581,Comoros,1980,-5,0,2,0,0
581,Comoros,1981,-5,0,2,0,0
581,Comoros,1982,-6,0,2,0,0
581,Comoros,1983,-6,0,2,0,0
581,Comoros,1984,-6,0,2,0,0
581,Comoros,1985,-7,0,2,0,0
581,Comoros,1986,-7,0,2,0,0
581,Comoros,1987,-7,0,2,0,0
581,Comoros,1988,-7,0,2,0,0
581,Comoros,1989,-7,1,3,0,0
581,Comoros,1990,4,0,3,0,0
581,Comoros,1991,4,0,3,0,0
581,Comoros,1992,4,0,3,0,0
581,Comoros,1993,4,0,3,0,0
581,Comoros,1994,4,0,3,0,0
581,Comoros,1995,0,1,4,0,0
581,Comoros,1996,4,1,5,0,0
581,Comoros,1997,4,0,5,0,0
581,Comoros,1998,4,1,6,0,0
581,Comoros,1999,-2,1,7,0,0
581,Comoros,2000,-1,0,7,0,0
581,Comoros,2001,0,0,7,0,0
581,Comoros,2002,4,0,7,0,0
581,Comoros,2003,4,0,7,0,0
581,Comoros,2004,6,0,7,0,0
581,Comoros,2005,6,0,7,0,0
581,Comoros,2006,9,1,8,0,0
581,Comoros,2007,9,0,8,0,0
581,Comoros,2008,9,0,8,0,0
581,Comoros,2009,9,0,8,0,0
581,Comoros,2010,9,0,8,0,0
581,Comoros,2011,9,1,9,0,0
581,Comoros,2012,9,0,9,0,0
581,Comoros,2013,9,0,9,0,0
581,Comoros,2014,9,0,9,0,0
581,Comoros,2015,9,0,9,0,0
581,Comoros,2016,9,,9,0,0
581,Comoros,2017,9,,9,0,0
581,Comoros,2018,,,9,0,0
581,Comoros,2019,,,9,0,0
581,Comoros,2020,,,9,0,0
581,Comoros,2021,,,9,0,0
590,Mauritius,1968,9,0,0,0,0
590,Mauritius,1969,9,0,0,0,0
590,Mauritius,1970,9,0,0,0,0
590,Mauritius,1971,9,0,0,0,0
590,Mauritius,1972,9,0,0,0,0
590,Mauritius,1973,9,0,0,0,0
590,Mauritius,1974,9,0,0,0,0
590,Mauritius,1975,9,0,0,0,0
590,Mauritius,1976,9,0,0,0,0
590,Mauritius,1977,9,0,0,0,0
590,Mauritius,1978,9,0,0,0,0
590,Mauritius,1979,9,0,0,0,0
590,Mauritius,1980,9,0,0,0,0
590,Mauritius,1981,9,0,0,0,0
590,Mauritius,1982,10,1,1,0,0
590,Mauritius,1983,10,0,1,0,0
590,Mauritius,1984,10,0,1,0,0
590,Mauritius,1985,10,0,1,0,0
590,Mauritius,1986,10,0,1,0,0
590,Mauritius,1987,10,0,1,0,0
590,Mauritius,1988,10,0,1,0,0
590,Mauritius,1989,10,0,1,0,0
590,Mauritius,1990,10,0,1,0,0
590,Mauritius,1991,10,0,1,0,0
590,Mauritius,1992,10,0,1,0,0
590,Mauritius,1993,10,0,1,0,0
590,Mauritius,1994,10,0,1,0,0
590,Mauritius,1995,10,1,2,0,0
590,Mauritius,1996,10,0,2,0,0
590,Mauritius,1997,10,0,2,0,0
590,Mauritius,1998,10,0,2,0,0
590,Mauritius,1999,10,0,2,0,0
590,Mauritius,2000,10,1,3,0,0
590,Mauritius,2001,10,0,3,0,0
590,Mauritius,2002,10,0,3,0,0
590,Mauritius,2003,10,1,4,0,0
590,Mauritius,2004,10,0,4,0,0
590,Mauritius,2005,10,1,5,0,0
590,Mauritius,2006,10,0,5,0,0
590,Mauritius,2007,10,0,5,0,0
590,Mauritius,2008,10,0,5,0,0
590,Mauritius,2009,10,0,5,0,0
590,Mauritius,2010,10,0,5,0,0
590,Mauritius,2011,10,0,5,0,0
590,Mauritius,2012,10,0,5,0,0
590,Mauritius,2013,10,0,5,0,0
590,Mauritius,2014,10,1,6,0,0
590,Mauritius,2015,10,0,6,0,0
590,Mauritius,2016,10,,6,0,0
590,Mauritius,2017,10,,6,0,0
590,Mauritius,2018,,,6,0,0
590,Mauritius,2019,,,6,0,0
590,Mauritius,2020,,,6,0,0
590,Mauritius,2021,,,6,0,0
591,Seychelles,1976,,,0,0,0
591,Seychelles,1977,,,0,0,0
591,Seychelles,1978,,,0,0,0
591,Seychelles,1979,,,0,0,0
591,Seychelles,1980,,,0,0,0
591,Seychelles,1981,,,0,0,0
591,Seychelles,1982,,,0,0,0
591,Seychelles,1983,,,0,0,0
591,Seychelles,1984,,,0,0,0
591,Seychelles,1985,,,0,0,0
591,Seychelles,1986,,,0,0,0
591,Seychelles,1987,,,0,0,0
591,Seychelles,1988,,,0,0,0
591,Seychelles,1989,,,0,0,0
591,Seychelles,1990,,,0,0,0
591,Seychelles,1991,,,0,0,0
591,Seychelles,1992,,,0,0,0
591,Seychelles,1993,,,0,0,0
591,Seychelles,1994,,,0,0,0
591,Seychelles,1995,,,0,0,0
591,Seychelles,1996,,,0,0,0
591,Seychelles,1997,,,0,0,0
591,Seychelles,1998,,,0,0,0
591,Seychelles,1999,,,0,0,0
591,Seychelles,2000,,,0,0,0
591,Seychelles,2001,,,0,0,0
591,Seychelles,2002,,,0,0,0
591,Seychelles,2003,,,0,0,0
591,Seychelles,2004,,,0,0,0
591,Seychelles,2005,,,0,0,0
591,Seychelles,2006,,,0,0,0
591,Seychelles,2007,,,0,0,0
591,Seychelles,2008,,,0,0,0
591,Seychelles,2009,,,0,0,0
591,Seychelles,2010,,,0,0,0
591,Seychelles,2011,,,0,0,0
591,Seychelles,2012,,,0,0,0
591,Seychelles,2013,,,0,0,0
591,Seychelles,2014,,,0,0,0
591,Seychelles,2015,,,0,0,0
591,Seychelles,2016,,,0,0,0
591,Seychelles,2017,,,0,0,0
591,Seychelles,2018,,,0,0,0
591,Seychelles,2019,,,0,0,0
591,Seychelles,2020,,,0,0,0
591,Seychelles,2021,,,0,0,0
600,Morocco,1847,-6,,0,0,0
600,Morocco,1848,-6,,0,0,0
600,Morocco,1849,-6,,0,0,0
600,Morocco,1850,-6,,0,0,0
600,Morocco,1851,-6,,0,0,0
600,Morocco,1852,-6,,0,0,0
600,Morocco,1853,-6,,0,0,0
600,Morocco,1854,-6,,0,0,0
600,Morocco,1855,-6,,0,0,0
600,Morocco,1856,-6,,0,0,0
600,Morocco,1857,-6,,0,0,0
600,Morocco,1858,-6,,0,0,0
600,Morocco,1859,-6,,0,1,1
600,Morocco,1860,-6,,0,1,2
600,Morocco,1861,-6,,0,0,2
600,Morocco,1862,-6,,0,0,2
600,Morocco,1863,-6,,0,0,2
600,Morocco,1864,-6,,0,0,2
600,Morocco,1865,-6,,0,0,2
600,Morocco,1866,-6,,0,0,2
600,Morocco,1867,-6,,0,0,2
600,Morocco,1868,-6,,0,0,2
600,Morocco,1869,-6,,0,0,2
600,Morocco,1870,-6,,0,0,2
600,Morocco,1871,-6,,0,0,2
600,Morocco,1872,-6,,0,0,2
600,Morocco,1873,-6,0,0,0,2
600,Morocco,1874,-6,0,0,0,2
600,Morocco,1875,-6,0,0,0,2
600,Morocco,1876,-6,0,0,0,2
600,Morocco,1877,-6,0,0,0,2
600,Morocco,1878,-6,0,0,0,2
600,Morocco,1879,-6,0,0,0,2
600,Morocco,1880,-6,0,0,0,2
600,Morocco,1881,-6,0,0,0,2
600,Morocco,1882,-6,0,0,0,2
600,Morocco,1883,-6,0,0,0,2
600,Morocco,1884,-6,0,0,0,2
600,Morocco,1885,-6,0,0,0,2
600,Morocco,1886,-6,0,0,0,2
600,Morocco,1887,-6,0,0,0,2
600,Morocco,1888,-6,0,0,0,2
600,Morocco,1889,-6,0,0,0,2
600,Morocco,1890,-6,0,0,0,2
600,Morocco,1891,-6,0,0,0,2
600,Morocco,1892,-6,0,0,0,2
600,Morocco,1893,-6,0,0,0,2
600,Morocco,1894,-6,1,1,0,2
600,Morocco,1895,-6,0,1,0,2
600,Morocco,1896,-6,0,1,0,2
600,Morocco,1897,-6,0,1,0,2
600,Morocco,1898,-6,0,1,0,2
600,Morocco,1899,-6,0,1,0,2
600,Morocco,1900,-6,0,1,0,2
600,Morocco,1901,-6,0,1,0,2
600,Morocco,1902,-6,0,1,0,2
600,Morocco,1903,-6,0,1,0,2
600,Morocco,1904,-6,0,1,0,2
600,Morocco,1905,-6,0,1,0,2
600,Morocco,1906,-6,0,1,0,2
600,Morocco,1907,-6,0,1,0,2
600,Morocco,1908,-6,0,1,0,2
600,Morocco,1909,-6,,1,1,3
600,Morocco,1910,-6,,1,1,4
600,Morocco,1911,-6,,1,0,4
600,Morocco,1912,-6,,1,0,4
600,Morocco,1956,-5,0,1,0,4
600,Morocco,1957,-5,0,1,1,5
600,Morocco,1958,-5,0,1,1,6
600,Morocco,1959,-5,0,1,0,6
600,Morocco,1960,-5,0,1,0,6
600,Morocco,1961,-4,1,2,0,6
600,Morocco,1962,-4,0,2,0,6
600,Morocco,1963,-3,0,2,0,6
600,Morocco,1964,-3,0,2,0,6
600,Morocco,1965,-9,0,2,0,6
600,Morocco,1966,-9,0,2,0,6
600,Morocco,1967,-9,0,2,0,6
600,Morocco,1968,-9,0,2,0,6
600,Morocco,1969,-9,0,2,0,6
600,Morocco,1970,-9,0,2,0,6
600,Morocco,1971,-9,0,2,0,6
600,Morocco,1972,-9,0,2,0,6
600,Morocco,1973,-9,0,2,0,6
600,Morocco,1974,-9,0,2,0,6
600,Morocco,1975,-9,0,2,0,6
600,Morocco,1976,-9,0,2,0,6
600,Morocco,1977,-8,0,2,0,6
600,Morocco,1978,-8,0,2,0,6
600,Morocco,1979,-8,0,2,0,6
600,Morocco,1980,-8,0,2,0,6
600,Morocco,1981,-8,0,2,0,6
600,Morocco,1982,-8,0,2,0,6
600,Morocco,1983,-8,0,2,0,6
600,Morocco,1984,-8,0,2,0,6
600,Morocco,1985,-8,0,2,0,6
600,Morocco,1986,-8,0,2,0,6
600,Morocco,1987,-8,0,2,0,6
600,Morocco,1988,-8,0,2,0,6
600,Morocco,1989,-8,0,2,0,6
600,Morocco,1990,-8,0,2,0,6
600,Morocco,1991,-8,0,2,1,7
600,Morocco,1992,-7,0,2,0,7
600,Morocco,1993,-7,0,2,0,7
600,Morocco,1994,-7,0,2,0,7
600,Morocco,1995,-7,0,2,0,7
600,Morocco,1996,-7,0,2,0,7
600,Morocco,1997,-7,0,2,0,7
600,Morocco,1998,-6,0,2,0,7
600,Morocco,1999,-6,1,3,0,7
600,Morocco,2000,-6,0,3,0,7
600,Morocco,2001,-6,0,3,0,7
600,Morocco,2002,-6,0,3,0,7
600,Morocco,2003,-6,0,3,0,7
600,Morocco,2004,-6,0,3,0,7
600,Morocco,2005,-6,0,3,0,7
600,Morocco,2006,-6,0,3,0,7
600,Morocco,2007,-6,0,3,0,7
600,Morocco,2008,-6,0,3,0,7
600,Morocco,2009,-6,0,3,0,7
600,Morocco,2010,-6,0,3,0,7
600,Morocco,2011,-4,0,3,0,7
600,Morocco,2012,-4,0,3,0,7
600,Morocco,2013,-4,0,3,0,7
600,Morocco,2014,-4,0,3,0,7
600,Morocco,2015,-4,0,3,0,7
600,Morocco,2016,-4,,3,0,7
600,Morocco,2017,-4,,3,0,7
600,Morocco,2018,,,3,0,7
600,Morocco,2019,,,3,0,7
600,Morocco,2020,,,3,0,7
600,Morocco,2021,,,3,0,7
615,Algeria,1962,-8,1,1,0,0
615,Algeria,1963,-8,0,1,0,0
615,Algeria,1964,-8,0,1,0,0
615,Algeria,1965,-9,1,2,0,0
615,Algeria,1966,-9,0,2,0,0
615,Algeria,1967,-9,0,2,0,0
615,Algeria,1968,-9,0,2,0,0
615,Algeria,1969,-9,0,2,0,0
615,Algeria,1970,-9,0,2,0,0
615,Algeria,1971,-9,0,2,0,0
615,Algeria,1972,-9,0,2,0,0
615,Algeria,1973,-9,0,2,0,0
615,Algeria,1974,-9,0,2,0,0
615,Algeria,1975,-9,0,2,0,0
615,Algeria,1976,-9,0,2,0,0
615,Algeria,1977,-9,0,2,0,0
615,Algeria,1978,-9,1,3,0,0
615,Algeria,1979,-9,1,4,0,0
615,Algeria,1980,-9,0,4,0,0
615,Algeria,1981,-9,0,4,0,0
615,Algeria,1982,-9,0,4,0,0
615,Algeria,1983,-9,0,4,0,0
615,Algeria,1984,-9,0,4,0,0
615,Algeria,1985,-9,0,4,0,0
615,Algeria,1986,-9,0,4,0,0
615,Algeria,1987,-9,0,4,0,0
615,Algeria,1988,-9,0,4,0,0
615,Algeria,1989,-2,0,4,0,0
615,Algeria,1990,-2,0,4,0,0
615,Algeria,1991,-2,0,4,0,0
615,Algeria,1992,-7,1,5,0,0
615,Algeria,1993,-7,0,5,0,0
615,Algeria,1994,-7,1,6,0,0
615,Algeria,1995,-3,0,6,0,0
615,Algeria,1996,-3,0,6,0,0
615,Algeria,1997,-3,0,6,0,0
615,Algeria,1998,-3,0,6,0,0
615,Algeria,1999,-3,1,7,0,0
615,Algeria,2000,-3,0,7,0,0
615,Algeria,2001,-3,0,7,0,0
615,Algeria,2002,-3,0,7,0,0
615,Algeria,2003,-3,0,7,0,0
615,Algeria,2004,2,0,7,0,0
615,Algeria,2005,2,0,7,0,0
615,Algeria,2006,2,0,7,0,0
615,Algeria,2007,2,0,7,0,0
615,Algeria,2008,2,0,7,0,0
615,Algeria,2009,2,0,7,0,0
615,Algeria,2010,2,0,7,0,0
615,Algeria,2011,2,0,7,0,0
615,Algeria,2012,2,0,7,0,0
615,Algeria,2013,2,0,7,0,0
615,Algeria,2014,2,0,7,0,0
615,Algeria,2015,2,0,7,0,0
615,Algeria,2016,2,,7,0,0
615,Algeria,2017,2,,7,0,0
615,Algeria,2018,,,7,0,0
615,Algeria,2019,,,7,0,0
615,Algeria,2020,,,7,0,0
615,Algeria,2021,,,7,0,0
616,Tunisia,1825,,,0,0,0
616,Tunisia,1826,,,0,0,0
616,Tunisia,1827,,,0,0,0
616,Tunisia,1828,,,0,0,0
616,Tunisia,1829,,,0,0,0
616,Tunisia,1830,,,0,0,0
616,Tunisia,1831,,,0,0,0
616,Tunisia,1832,,,0,0,0
616,Tunisia,1833,,,0,0,0
616,Tunisia,1834,,,0,0,0
616,Tunisia,1835,,,0,0,0
616,Tunisia,1836,,,0,0,0
616,Tunisia,1837,,,0,0,0
616,Tunisia,1838,,,0,0,0
616,Tunisia,1839,,,0,0,0
616,Tunisia,1840,,,0,0,0
616,Tunisia,1841,,,0,0,0
616,Tunisia,1842,,,0,0,0
616,Tunisia,1843,,,0,0,0
616,Tunisia,1844,,,0,0,0
616,Tunisia,1845,,,0,0,0
616,Tunisia,1846,,,0,0,0
616,Tunisia,1847,,,0,0,0
616,Tunisia,1848,,,0,0,0
616,Tunisia,1849,,,0,0,0
616,Tunisia,1850,,,0,0,0
616,Tunisia,1851,,,0,0,0
616,Tunisia,1852,,,0,0,0
616,Tunisia,1853,,,0,0,0
616,Tunisia,1854,,,0,0,0
616,Tunisia,1855,,,0,0,0
616,Tunisia,1856,,,0,0,0
616,Tunisia,1857,,,0,0,0
616,Tunisia,1858,,,0,0,0
616,Tunisia,1859,,,0,0,0
616,Tunisia,1860,,,0,0,0
616,Tunisia,1861,,,0,0,0
616,Tunisia,1862,,,0,0,0
616,Tunisia,1863,,,0,0,0
616,Tunisia,1864,,,0,0,0
616,Tunisia,1865,,,0,0,0
616,Tunisia,1866,,,0,0,0
616,Tunisia,1867,,,0,0,0
616,Tunisia,1868,,,0,0,0
616,Tunisia,1869,,,0,0,0
616,Tunisia,1870,,0,0,0,0
616,Tunisia,1871,,0,0,0,0
616,Tunisia,1872,,0,0,0,0
616,Tunisia,1873,,0,0,0,0
616,Tunisia,1874,,0,0,0,0
616,Tunisia,1875,,0,0,0,0
616,Tunisia,1876,,0,0,0,0
616,Tunisia,1877,,0,0,0,0
616,Tunisia,1878,,0,0,0,0
616,Tunisia,1879,,0,0,0,0
616,Tunisia,1880,,0,0,0,0
616,Tunisia,1881,,0,0,0,0
616,Tunisia,1956,,0,0,0,0
616,Tunisia,1957,,1,1,0,0
616,Tunisia,1958,,0,1,0,0
616,Tunisia,1959,-9,0,1,0,0
616,Tunisia,1960,-9,0,1,0,0
616,Tunisia,1961,-9,0,1,0,0
616,Tunisia,1962,-9,0,1,0,0
616,Tunisia,1963,-9,0,1,0,0
616,Tunisia,1964,-9,0,1,0,0
616,Tunisia,1965,-9,0,1,0,0
616,Tunisia,1966,-9,0,1,0,0
616,Tunisia,1967,-9,0,1,0,0
616,Tunisia,1968,-9,0,1,0,0
616,Tunisia,1969,-9,0,1,0,0
616,Tunisia,1970,-8,0,1,0,0
616,Tunisia,1971,-9,0,1,0,0
616,Tunisia,1972,-9,0,1,0,0
616,Tunisia,1973,-9,0,1,0,0
616,Tunisia,1974,-9,0,1,0,0
616,Tunisia,1975,-9,0,1,0,0
616,Tunisia,1976,-9,0,1,0,0
616,Tunisia,1977,-9,0,1,0,0
616,Tunisia,1978,-9,0,1,0,0
616,Tunisia,1979,-9,0,1,0,0
616,Tunisia,1980,-9,0,1,0,0
616,Tunisia,1981,-8,0,1,0,0
616,Tunisia,1982,-8,0,1,0,0
616,Tunisia,1983,-8,0,1,0,0
616,Tunisia,1984,-8,0,1,0,0
616,Tunisia,1985,-8,0,1,0,0
616,Tunisia,1986,-8,0,1,0,0
616,Tunisia,1987,-5,1,2,0,0
616,Tunisia,1988,-5,0,2,0,0
616,Tunisia,1989,-5,0,2,0,0
616,Tunisia,1990,-5,0,2,0,0
616,Tunisia,1991,-5,0,2,0,0
616,Tunisia,1992,-5,0,2,0,0
616,Tunisia,1993,-3,0,2,0,0
616,Tunisia,1994,-3,0,2,0,0
616,Tunisia,1995,-3,0,2,0,0
616,Tunisia,1996,-3,0,2,0,0
616,Tunisia,1997,-3,0,2,0,0
616,Tunisia,1998,-3,0,2,0,0
616,Tunisia,1999,-3,0,2,0,0
616,Tunisia,2000,-3,0,2,0,0
616,Tunisia,2001,-3,0,2,0,0
616,Tunisia,2002,-4,0,2,0,0
616,Tunisia,2003,-4,0,2,0,0
616,Tunisia,2004,-4,0,2,0,0
616,Tunisia,2005,-4,0,2,0,0
616,Tunisia,2006,-4,0,2,0,0
616,Tunisia,2007,-4,0,2,0,0
616,Tunisia,2008,-4,0,2,0,0
616,Tunisia,2009,-4,0,2,0,0
616,Tunisia,2010,-4,0,2,0,0
616,Tunisia,2011,4,1,3,0,0
616,Tunisia,2012,5,0,3,0,0
616,Tunisia,2013,6,0,3,0,0
616,Tunisia,2014,7,1,4,0,0
616,Tunisia,2015,7,0,4,0,0
616,Tunisia,2016,7,,4,0,0
616,Tunisia,2017,7,,4,0,0
616,Tunisia,2018,,,4,0,0
616,Tunisia,2019,,,4,0,0
616,Tunisia,2020,,,4,0,0
616,Tunisia,2021,,,4,0,0
620,Libya,1951,-7,0,0,0,0
620,Libya,1952,-7,0,0,0,0
620,Libya,1953,-7,0,0,0,0
620,Libya,1954,-7,0,0,0,0
620,Libya,1955,-7,0,0,0,0
620,Libya,1956,-7,0,0,0,0
620,Libya,1957,-7,0,0,0,0
620,Libya,1958,-7,0,0,0,0
620,Libya,1959,-7,0,0,0,0
620,Libya,1960,-7,0,0,0,0
620,Libya,1961,-7,0,0,0,0
620,Libya,1962,-7,0,0,0,0
620,Libya,1963,-7,0,0,0,0
620,Libya,1964,-7,0,0,0,0
620,Libya,1965,-7,0,0,0,0
620,Libya,1966,-7,0,0,0,0
620,Libya,1967,-7,0,0,0,0
620,Libya,1968,-7,0,0,0,0
620,Libya,1969,-7,1,1,0,0
620,Libya,1970,-7,0,1,0,0
620,Libya,1971,-7,0,1,0,0
620,Libya,1972,-7,0,1,0,0
620,Libya,1973,-7,0,1,0,0
620,Libya,1974,-7,0,1,0,0
620,Libya,1975,-7,0,1,0,0
620,Libya,1976,-7,0,1,0,0
620,Libya,1977,-7,0,1,0,0
620,Libya,1978,-7,0,1,0,0
620,Libya,1979,-7,0,1,1,1
620,Libya,1980,-7,0,1,0,1
620,Libya,1981,-7,0,1,0,1
620,Libya,1982,-7,0,1,0,1
620,Libya,1983,-7,0,1,0,1
620,Libya,1984,-7,0,1,0,1
620,Libya,1985,-7,0,1,0,1
620,Libya,1986,-7,0,1,1,2
620,Libya,1987,-7,0,1,1,3
620,Libya,1988,-7,0,1,0,3
620,Libya,1989,-7,0,1,0,3
620,Libya,1990,-7,0,1,0,3
620,Libya,1991,-7,0,1,0,3
620,Libya,1992,-7,0,1,0,3
620,Libya,1993,-7,0,1,0,3
620,Libya,1994,-7,0,1,0,3
620,Libya,1995,-7,0,1,0,3
620,Libya,1996,-7,0,1,0,3
620,Libya,1997,-7,0,1,0,3
620,Libya,1998,-7,0,1,0,3
620,Libya,1999,-7,0,1,0,3
620,Libya,2000,-7,0,1,0,3
620,Libya,2001,-7,0,1,0,3
620,Libya,2002,-7,0,1,0,3
620,Libya,2003,-7,0,1,0,3
620,Libya,2004,-7,0,1,0,3
620,Libya,2005,-7,0,1,0,3
620,Libya,2006,-7,0,1,0,3
620,Libya,2007,-7,0,1,0,3
620,Libya,2008,-7,0,1,0,3
620,Libya,2009,-7,0,1,0,3
620,Libya,2010,-7,0,1,0,3
620,Libya,2011,0,1,2,0,3
620,Libya,2012,0,1,3,0,3
620,Libya,2013,0,1,4,0,3
620,Libya,2014,0,1,5,0,3
620,Libya,2015,0,0,5,0,3
620,Libya,2016,0,,5,0,3
620,Libya,2017,0,,5,0,3
620,Libya,2018,,,5,0,3
620,Libya,2019,,,5,0,3
620,Libya,2020,,,5,0,3
620,Libya,2021,,,5,0,3
625,Sudan,1956,8,1,1,0,0
625,Sudan,1957,8,0,1,0,0
625,Sudan,1958,-7,1,2,0,0
625,Sudan,1959,-7,0,2,0,0
625,Sudan,1960,-7,0,2,0,0
625,Sudan,1961,-7,0,2,0,0
625,Sudan,1962,-7,0,2,0,0
625,Sudan,1963,-7,0,2,0,0
625,Sudan,1964,0,1,3,0,0
625,Sudan,1965,7,1,4,0,0
625,Sudan,1966,7,1,5,0,0
625,Sudan,1967,7,1,6,0,0
625,Sudan,1968,7,0,6,0,0
625,Sudan,1969,2,1,7,0,0
625,Sudan,1970,-2,0,7,0,0
625,Sudan,1971,-7,0,7,0,0
625,Sudan,1972,-7,0,7,0,0
625,Sudan,1973,-7,0,7,0,0
625,Sudan,1974,-7,0,7,0,0
625,Sudan,1975,-7,0,7,0,0
625,Sudan,1976,-7,0,7,0,0
625,Sudan,1977,-7,0,7,0,0
625,Sudan,1978,-7,0,7,0,0
625,Sudan,1979,-7,0,7,0,0
625,Sudan,1980,-7,0,7,0,0
625,Sudan,1981,-7,0,7,0,0
625,Sudan,1982,-7,0,7,0,0
625,Sudan,1983,-7,0,7,0,0
625,Sudan,1984,-7,0,7,0,0
625,Sudan,1985,0,1,8,0,0
625,Sudan,1986,7,1,9,0,0
625,Sudan,1987,7,0,9,0,0
625,Sudan,1988,7,0,9,0,0
625,Sudan,1989,-7,1,10,0,0
625,Sudan,1990,-7,0,10,0,0
625,Sudan,1991,-7,0,10,0,0
625,Sudan,1992,-7,0,10,0,0
625,Sudan,1993,-7,0,10,0,0
625,Sudan,1994,-7,0,10,0,0
625,Sudan,1995,-7,0,10,0,0
625,Sudan,1996,-7,0,10,0,0
625,Sudan,1997,-7,0,10,0,0
625,Sudan,1998,-7,0,10,0,0
625,Sudan,1999,-7,0,10,0,0
625,Sudan,2000,-7,0,10,0,0
625,Sudan,2001,-7,0,10,0,0
625,Sudan,2002,-6,0,10,0,0
625,Sudan,2003,-6,0,10,0,0
625,Sudan,2004,-6,0,10,0,0
625,Sudan,2005,-4,0,10,0,0
625,Sudan,2006,-4,0,10,0,0
625,Sudan,2007,-4,0,10,0,0
625,Sudan,2008,-4,0,10,0,0
625,Sudan,2009,-4,0,10,0,0
625,Sudan,2010,-2,0,10,0,0
625,Sudan,2011,-2,0,10,0,0
625,Sudan,2012,-4,0,10,0,0
625,Sudan,2013,-4,0,10,0,0
625,Sudan,2014,-4,0,10,0,0
625,Sudan,2015,-4,0,10,0,0
625,Sudan,2016,-4,,10,0,0
625,Sudan,2017,-4,,10,0,0
625,Sudan,2018,,,10,0,0
625,Sudan,2019,,,10,0,0
625,Sudan,2020,,,10,0,0
625,Sudan,2021,,,10,0,0
626,South Sudan,2011,0,0,0,0,0
626,South Sudan,2012,0,0,0,0,0
626,South Sudan,2013,0,0,0,0,0
626,South Sudan,2014,0,0,0,0,0
626,South Sudan,2015,0,0,0,0,0
626,South Sudan,2016,0,,0,0,0
626,South Sudan,2017,0,,0,0,0
626,South Sudan,2018,,,0,0,0
626,South Sudan,2019,,,0,0,0
626,South Sudan,2020,,,0,0,0
626,South Sudan,2021,,,0,0,0
630,Iran,1855,-10,,0,0,0
630,Iran,1856,-10,,0,1,1
630,Iran,1857,-10,,0,1,2
630,Iran,1858,-10,,0,0,2
630,Iran,1859,-10,,0,0,2
630,Iran,1860,-10,,0,0,2
630,Iran,1861,-10,,0,0,2
630,Iran,1862,-10,,0,0,2
630,Iran,1863,-10,,0,0,2
630,Iran,1864,-10,,0,0,2
630,Iran,1865,-10,,0,0,2
630,Iran,1866,-10,,0,0,2
630,Iran,1867,-10,,0,0,2
630,Iran,1868,-10,,0,0,2
630,Iran,1869,-10,,0,0,2
630,Iran,1870,-10,0,0,0,2
630,Iran,1871,-10,0,0,0,2
630,Iran,1872,-10,0,0,0,2
630,Iran,1873,-10,0,0,0,2
630,Iran,1874,-10,0,0,0,2
630,Iran,1875,-10,0,0,0,2
630,Iran,1876,-10,0,0,0,2
630,Iran,1877,-10,0,0,0,2
630,Iran,1878,-10,0,0,0,2
630,Iran,1879,-10,0,0,0,2
630,Iran,1880,-10,0,0,0,2
630,Iran,1881,-10,0,0,0,2
630,Iran,1882,-10,0,0,0,2
630,Iran,1883,-10,0,0,0,2
630,Iran,1884,-10,0,0,0,2
630,Iran,1885,-10,0,0,0,2
630,Iran,1886,-10,0,0,0,2
630,Iran,1887,-10,0,0,0,2
630,Iran,1888,-10,0,0,0,2
630,Iran,1889,-10,0,0,0,2
630,Iran,1890,-10,0,0,0,2
630,Iran,1891,-10,0,0,0,2
630,Iran,1892,-10,0,0,0,2
630,Iran,1893,-10,0,0,0,2
630,Iran,1894,-10,0,0,0,2
630,Iran,1895,-10,0,0,0,2
